"distance","probability","n"
14.1755391920308,0.405405405405405,111
37.5460892643691,0.25,76
63.6809747155718,0.214285714285714,84
87.090809684059,0.285714285714286,84
113.063518842182,0.336842105263158,95
137.500584042854,0.276785714285714,112
162.419916480417,0.181818181818182,99
187.053800102814,0.271028037383178,107
213.870283570857,0.21969696969697,132
236.892475448718,0.3,150
263.009919731856,0.39041095890411,146
288.344251724691,0.267175572519084,131
313.154747593932,0.278409090909091,176
338.077357532279,0.298165137614679,218
363.092074080614,0.422413793103448,232
387.13747477338,0.328502415458937,207
411.880191012805,0.32,225
437.998486860871,0.291666666666667,240
462.81805797549,0.350467289719626,214
487.384849463295,0.276422764227642,246
512.53692550345,0.241509433962264,265
538.659433839796,0.231617647058824,272
561.743566959286,0.280632411067194,253
587.796975627951,0.292576419213974,229
612.946137516547,0.266409266409266,259
637.664023392203,0.260714285714286,280
663.004151863568,0.2508038585209,311
687.433561575087,0.322344322344322,273
711.800151812702,0.385892116182573,241
738.016665682287,0.296482412060302,199
762.315344985975,0.207407407407407,270
787.292284820363,0.267441860465116,258
813.764389325273,0.271966527196653,239
837.529268169476,0.276450511945392,293
862.014057516253,0.196969696969697,264
888.545179102521,0.2109375,256
912.169670328244,0.239057239057239,297
937.466110938733,0.260416666666667,288
962.203654239533,0.176470588235294,289
987.425866285097,0.201438848920863,278
1012.50488260996,0.204633204633205,259
1037.38266217402,0.273049645390071,282
1062.14954933821,0.26643598615917,289
1087.61158893993,0.21183800623053,321
1112.89975818002,0.213058419243986,291
1136.95530558295,0.206293706293706,286
1162.90788651429,0.223367697594502,291
1188.27718380821,0.15,280
1212.39233566851,0.130044843049327,223
1238.35991598926,0.156756756756757,185
1261.13763233583,0.147286821705426,258
1287.41827676356,0.180327868852459,244
1312.45744302419,0.181818181818182,209
1337.99131794138,0.129353233830846,201
1362.37056963257,0.168949771689498,219
1388.11294482383,0.2,250
1412.45415237362,0.214285714285714,210
1437.36093788421,0.206751054852321,237
1462.56138134541,0.240174672489083,229
1487.58867108527,0.261410788381743,241
1513.55727703832,0.225352112676056,213
1537.91708133247,0.165217391304348,230
1562.79294937848,0.136363636363636,242
1587.6243990152,0.10580204778157,293
1611.65122211701,0.150537634408602,186
1637.90559553681,0.171428571428571,210
1662.2121882844,0.210045662100457,219
1686.30739170826,0.167785234899329,149
1712.91416243704,0.251572327044025,159
1736.08523884303,0.227642276422764,123
1762.59323606725,0.223076923076923,130
1787.67276464329,0.248,125
1811.88587537445,0.224299065420561,107
1836.43963049601,0.148936170212766,141
1863.26129656896,0.135714285714286,140
1887.99277110423,0.203947368421053,152
1911.83608473503,0.198717948717949,156
1937.08573314373,0.112,125
1963.36586364178,0.17741935483871,124
1987.19960353847,0.162962962962963,135
2012.51256593425,0.24390243902439,123
2036.34933402767,0.198019801980198,101
2062.46046484392,0.102803738317757,107
2088.75978479086,0.175257731958763,97
2112.91936078298,0.158536585365854,82
2137.05974919997,0.225225225225225,111
2163.07309185505,0.177777777777778,135
2186.15794390209,0.16030534351145,131
2213.03441700357,0.165217391304348,115
2237.56255300887,0.163120567375887,141
2261.32745004147,0.186991869918699,123
2287.356603163,0.161016949152542,118
2311.67984039903,0.157407407407407,108
2339.5779592069,0.198019801980198,101
2362.97179404172,0.140350877192982,114
2386.05231973246,0.148760330578512,121
2412.81965075534,0.120567375886525,141
2437.10093992377,0.130681818181818,176
2461.04788926808,0.178861788617886,123
2487.32476246708,0.128787878787879,132
2513.13911564441,0.211864406779661,118
2537.31891840118,0.130434782608696,115
2562.49068845601,0.206185567010309,97
2588.25424487857,0.101694915254237,118
2612.34428003476,0.198198198198198,111
2635.93520583874,0.117647058823529,102
2662.69504889182,0.155963302752294,109
2686.21961204513,0.191304347826087,115
2714.13692310986,0.16504854368932,103
2738.53147430276,0.154471544715447,123
2762.32577712625,0.150326797385621,153
2787.43115278035,0.172661870503597,139
2812.20925512314,0.198019801980198,101
2838.39894503824,0.0972222222222222,72
2862.52104788582,0.146341463414634,123
2887.65274429625,0.159663865546218,119
2910.83962382833,0.155737704918033,122
2936.90375479639,0.147540983606557,122
2962.45443568278,0.219298245614035,114
2986.42070508602,0.130081300813008,123
3013.65472264711,0.208333333333333,96
3038.31906385441,0.18018018018018,111
3061.96442645788,0.142857142857143,91
3086.63822478208,0.177777777777778,90
3112.3669174433,0.175257731958763,97
3136.55674783421,0.139344262295082,122
3161.22602822834,0.133333333333333,90
3186.86025043701,0.144578313253012,83
3213.3307327,0.128571428571429,70
3237.78503854558,0.113924050632911,79
3263.38520606664,0.11864406779661,118
3286.55166120166,0.170212765957447,94
3311.96796943342,0.176470588235294,102
3337.51453590967,0.178947368421053,95
3363.82278873704,0.0909090909090909,77
3388.45869176928,0.1484375,128
3412.83671822234,0.0982142857142857,112
3435.9426253972,0.205128205128205,117
