"distance","probability","n"
14.3291419325346,0.47244094488189,127
36.5593567514549,0.417582417582418,91
62.9013824874734,0.528846153846154,104
87.7022167366718,0.398058252427184,103
112.650670134792,0.485981308411215,107
137.577673027329,0.451851851851852,135
162.747485998984,0.510948905109489,137
186.824258177932,0.428571428571429,119
213.75932469092,0.467105263157895,152
237.691151410069,0.517241379310345,145
263.292369806081,0.496932515337423,163
288.40686864423,0.43046357615894,151
312.804663035308,0.442307692307692,208
337.932410264453,0.493617021276596,235
362.523873161953,0.470175438596491,285
386.850013393515,0.487704918032787,244
411.969477174345,0.480565371024735,283
437.93417643558,0.466192170818505,281
462.287522830454,0.558139534883721,258
487.282501620253,0.577854671280277,289
512.584501799436,0.509677419354839,310
538.445432485984,0.507788161993769,321
561.700136935561,0.482315112540193,311
587.875246769295,0.619402985074627,268
613.364712377119,0.519031141868512,289
637.798468589776,0.443729903536977,311
662.969698733788,0.507122507122507,351
687.221140127024,0.587209302325581,344
711.81187319935,0.559322033898305,295
738.064007221684,0.507462686567164,268
762.582765867955,0.507692307692308,325
787.201095795142,0.521172638436482,307
813.71483746316,0.53448275862069,290
837.807353656891,0.531791907514451,346
861.807550850336,0.501474926253687,339
887.971063861356,0.383233532934132,334
911.784657113974,0.446685878962536,347
937.462345598368,0.514880952380952,336
962.034311311573,0.528023598820059,339
987.473974700277,0.459876543209877,324
1012.18085568554,0.459016393442623,305
1037.25590576631,0.530085959885387,349
1062.40514444621,0.469026548672566,339
1087.28488714983,0.418732782369146,363
1112.30192537801,0.476470588235294,340
1137.06394167722,0.532352941176471,340
1162.66048986535,0.450581395348837,344
1187.93921323346,0.44478527607362,326
1211.8617513396,0.439716312056738,282
1238.36380375441,0.474178403755869,213
1261.61903133882,0.47985347985348,273
1287.72032806434,0.36078431372549,255
1312.52447817891,0.364016736401674,239
1337.06455330059,0.414847161572052,229
1362.6602729074,0.482213438735178,253
1388.17063232165,0.442105263157895,285
1412.16551199098,0.400826446280992,242
1437.1490381867,0.461254612546125,271
1462.72377420847,0.427509293680297,269
1488.0071419368,0.366771159874608,319
1512.92013661753,0.486394557823129,294
1537.28359555224,0.428571428571429,294
1562.74747791749,0.376865671641791,268
1587.21243475322,0.523668639053254,338
1612.05400017996,0.440191387559809,209
1637.87753590427,0.389105058365759,257
1662.11427808886,0.343396226415094,265
1687.18811582425,0.348837209302326,172
1713.11004775008,0.459459459459459,185
1736.5016135751,0.421686746987952,166
1762.33825723986,0.354430379746835,158
1787.23524127049,0.416149068322981,161
1811.40569392113,0.412698412698413,126
1836.53747523477,0.409836065573771,183
1862.96844299058,0.404761904761905,168
1888.06252622454,0.429378531073446,177
1911.74178305461,0.384210526315789,190
1937.5123582206,0.403726708074534,161
1963.58917235966,0.378205128205128,156
1986.36492606111,0.388535031847134,157
2012.71204322277,0.417808219178082,146
2036.93496916076,0.336283185840708,113
2062.43166750362,0.306451612903226,124
2088.15713369902,0.366666666666667,120
2113.48030226376,0.29,100
2137.40711473001,0.391304347826087,138
2163.58669838074,0.25625,160
2185.99305831941,0.397350993377483,151
2212.85075421406,0.398692810457516,153
2238.12101489172,0.365853658536585,164
2261.48167718472,0.489655172413793,145
2287.1230175958,0.328947368421053,152
2311.65730597027,0.373015873015873,126
2338.74133890697,0.403508771929825,114
2363.56046856475,0.495726495726496,117
2387.29398881389,0.348993288590604,149
2412.9970783736,0.366863905325444,169
2436.56994492037,0.442477876106195,226
2461.06402807992,0.469387755102041,147
2487.37748319449,0.333333333333333,159
2512.89566036082,0.448717948717949,156
2536.64020341701,0.415584415584416,154
2562.78469968644,0.405405405405405,111
2588.08881931553,0.371212121212121,132
2612.69839589018,0.440298507462687,134
2636.58223741595,0.40495867768595,121
2663.57353492762,0.471074380165289,121
2686.29852729494,0.534883720930233,129
2714.06302463156,0.445454545454545,110
2737.43503828704,0.385714285714286,140
2762.59734214383,0.488505747126437,174
2787.7447496207,0.424418604651163,172
2812.60079995715,0.46218487394958,119
2838.03288906514,0.376344086021505,93
2862.72666297246,0.371621621621622,148
2887.7651917261,0.398601398601399,143
2911.32030642725,0.347222222222222,144
2936.74937496594,0.407407407407407,135
2963.25505813761,0.366412213740458,131
2986.73892424372,0.387755102040816,147
3013.13675489981,0.467213114754098,122
3037.67092901871,0.354838709677419,155
3062.62181603163,0.345070422535211,142
3086.64825139938,0.341269841269841,126
